Sample,Month,Season,Year,Zone,Station,Batch,SecchiDiskDepth,Silica,Sulfate,Temperature,Turbidity,Alkalinity,Ammonia,Pheophytin.a,Chlorophyll.a,TotalDepth,DissolvedOxygen,Nitrate.Nitrite,Phosphate.Ortho,Phosphate.Total,pH,Total.Nitrogen,TN.TP.ratio,Microcystis.Abundance,Microcystin.RR,Microcystin.WR,Microcystin.YR,Microcystin,Microcystin.HILR,Microcystin.HTYR,Microcystin.LA,Microcystin.LF,Microcystin.LR,Microcystin.LW,Microcystin.LY,Anatoxin.a,Cylindrospermopsin,S,N,H,J,inv.D
L006_10_21,10,wet,3,Pelagic,L006,PAIS3,0.4,9.01,21.9,27.2,15.8,101,0.012,0.564,9.46,3.6,7.42,0.032,0.056,0.1,8.2,0.867,8.67,0.003108533,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,1.5,-0.25,-0.1,-0.25,-0.1,838,42279,5.884959466,0.874304508,163.8076541
L007_3_19,3,dry,1,Pelagic,L007,LO22,0.2,10.7,22,23.6,30.8,102,0.016,0.347,6.04,1.4,8.13,0.374,0.065,0.15,8.2,1.4,9.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,19143,4.857995812,0.862691016,72.64399502
L007_4_19,4,dry,1,Pelagic,L007,LO22,0.3,0,0,23,30.9,106,0.011,0.603,7.99,1.7,8.45,0.322,0.06,0.138,8.2,1.34,9.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,15438,4.681380221,0.854166875,48.52821041
L007_5_19,5,wet,1,Pelagic,L007,ELIZA2,0.3,11,23.8,26.8,26.3,102,0.011,0.183,4.53,1.4,8.22,0.382,0.078,0.137,7.8,1.27,9.27,0.000378695,0,0,0,0,0,0,0,0,0,0,0,0,0,539,60809,5.378787014,0.855171741,104.1344978
L007_6_19,6,wet,1,Pelagic,L007,LO22,0.6,0,0,30.3,9.3,104,0.01,0.315,7.9,1.4,7.35,0.085,0.04,0.078,8.4,0.898,11.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,24021,4.881681907,0.860462497,64.25807905
L007_7_19,7,wet,1,Pelagic,L007,LO310,0.7,0,0,29,8.2,106,-0.005,0.293,9.09,1.3,7.65,0.02,0.044,0.084,8.3,0.85,10.119,0.009600198,0,0,0,0,0,0,0,0,0,0,0,0,0,395,37814,4.961458486,0.829829952,38.72121343
L007_8_19,8,wet,1,Pelagic,L007,LO8382,0.7,7.39,24.8,27.9,8.2,100,0.016,0.21,5.76,1.5,7.41,0.061,0.051,0.082,8.1,0.835,10.183,0.002243456,0,0,0,0,0,0,0,0,0,0,0,0,0,710,52294,5.848144167,0.890770471,201.5723876
L007_9_19,9,wet,1,Pelagic,L007,NOAA,0.9,0,0,29.3,10.1,97,0.012,0.446,12.6,1.9,7.49,0.039,0.021,0.065,8.2,0.875,13.462,0.000396643,0,0,0,0,0,0,0,0,0,0,0,0,0,204,13348,4.878074418,0.917255426,94.44586603
L007_11_19,11,dry,1,Pelagic,L007,ELIZA23,0.3,8.84,23.8,26.4,31.7,101,0.016,0.365,6.9,1.8,7.78,0.354,0.063,0.135,8.3,1.38,10.222,0.000208193,0,0,0,0,0,0,0,0,0,0,0,0,0,560,23593,5.597772553,0.884612591,128.2873966
L007_12_19,12,dry,1,Pelagic,L007,ELIZA23,0.6,0,0,18.1,9.2,104,0.011,0.563,34.5,1.9,9.74,-0.005,-0.002,0.053,8.7,1.21,22.83,8.26E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,509,20072,5.599352777,0.898419491,162.4195165
L007_1_20,1,dry,2,Pelagic,L007,ELIZA2,0.2,0,0,21.6,33,108,0.016,0.232,5.18,1.7,8.18,0.46,0.06,0.131,8.2,1.33,10.153,0.000129223,0,0,0,0,0,0,0,0,0,0,0,0,0,526,44720,5.33561307,0.851613177,84.21764004
L007_2_20,2,dry,2,Pelagic,L007,ELIZA23,0.5,7.46,24.5,18,12.2,102,0.01,0.363,8.07,1.3,9.6,0.199,0.031,0.072,8.3,1.12,15.556,0.001837839,0,0,0,0,0,0,0,0,0,0,0,0,0,1294,121570,6.039437719,0.842850215,149.1733799
L007_3_20,3,dry,2,Pelagic,L007,ELIZA3,0.15,9.74,25.5,19.7,28.9,107,0.012,0.284,3.73,1.5,9.04,0.44,0.071,0.135,7.9,1.37,10.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,10430,4.005401446,0.87955857,35.20476288
L007_4_20,4,dry,2,Pelagic,L007,UNK,0.1,10.4,27,25,36.7,108,-0.005,0.347,5.41,1.5,7.96,0.45,0.082,0.161,8.3,1.54,9.565,6.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,565,19679,5.488192374,0.866079108,97.99277598
L007_5_20,5,wet,2,Pelagic,L007,UNK,0.3,9.93,26.2,26.8,27.6,108,0.012,0.745,19.2,1.4,8.17,0.201,0.069,0.159,8.6,1.38,8.679,0.0006856,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,6.8,-0.25,-0.25,-0.25,-0.25,103,14296,4.177169283,0.901275845,46.64037759
L007_6_20,6,wet,2,Pelagic,L007,UNK,0.2,9.06,27.1,28.4,20.9,109,0.02,1.66,10.4,1.3,7.46,0.19,0.072,0.126,8.5,1.07,8.492,0,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,130,14468,4.257512939,0.874675461,43.10739088
L007_8_20,8,wet,2,Pelagic,L007,UNK,0.2,9.25,25.7,29.2,17.6,98,0.009,0.603,6.28,1.5,6.88,0.256,0.067,0.113,8.1,1.13,10,0,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,670,36034,5.572647507,0.856371551,120.4216114
L007_9_20,9,wet,2,Pelagic,L007,UNK,0.4,7.64,21.1,28.4,9.4,87,0.023,0.228,2.86,1.9,6.74,0.172,0.054,0.094,7.9,1.01,10.745,0.00015076,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,710,77700,5.826004326,0.887398201,176.1518382
L007_10_20,10,wet,2,Pelagic,L007,UNK,0.3,8.14,20.6,27.1,26,93,0.008,0.403,4.28,2.9,7.65,0.313,0.067,0.127,8.1,1.21,9.528,0.000138197,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,0.27,-0.25,-0.25,-0.25,-0.25,725,62885,5.957568833,0.904557176,172.0195659
L007_11_20,11,dry,2,Pelagic,L007,PAIS1,0.2,9.27,22.2,23.6,65.2,97,0.017,0.608,6.28,2.8,8.3,0.585,0.064,0.204,8.3,1.6,7.843,0.000628168,0,0,0,0,0,0,0,0,0,0,0,0,0,879,41478,6.085794881,0.897770762,207.6927413
L007_12_20,12,dry,2,Pelagic,L007,PAIS1,0.4,8.98,21.3,19.9,17.9,97,0.009,0.24,6.96,2.6,9.41,0.288,0.067,0.118,8.3,1.12,9.492,0.000285368,0,0,0,0,0,0,0,0,0,0,0,0,0,425,37166,5.232296267,0.864543816,93.75216297
L007_1_21,1,dry,3,Pelagic,L007,PAIS1,0.2,7.67,19.9,18.1,32.7,92,0.005,0.576,7.8,2.7,9.21,0.331,0.059,0.161,8.2,1.6,9.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,39835,5.737365498,0.862390443,86.48685788
L007_2_21,2,dry,3,Pelagic,L007,PAIS3,0.3,8.52,19.6,21.4,16.6,91,0.008,0.221,9.54,2.6,9.17,0.355,0.061,0.093,8.2,1.27,13.656,5.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,497,24741,5.188437089,0.835686858,69.31840551
L007_3_21,3,dry,3,Pelagic,L007,PAIS1,0.2,8.98,22.2,19.4,36.8,98,0.005,0.568,6.63,2.3,9.31,0.39,0.073,0.168,8.3,1.53,9.107,0.00011666,0,0,0,0,0,0,0,0,0,0,0,0,0,636,42670,5.530306545,0.856721368,102.4025091
L007_4_21,4,dry,3,Pelagic,L007,PAIS3,0.3,9.65,22.1,21.4,23.3,96,0.013,0.31,4.99,2.1,8.78,0.386,0.075,0.131,8.4,1.28,9.771,0.000294341,0,0,0,0,0,0,0,0,0,0,0,0,0,650,38084,5.44475522,0.84063277,95.14626769
L007_5_21,5,wet,3,Pelagic,L007,PAIS1,0.2,10.1,22.1,27.7,21.5,96,0.007,0.358,5.88,2.1,7.75,0.218,0.065,0.124,8.4,1.18,9.516,0.007121628,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,0.98,-0.25,-0.1,-0.25,-0.1,546,60543,5.247359351,0.832568075,69.10966088
L007_6_21,6,wet,3,Pelagic,L007,PAIS2,0.3,10.3,23.1,27.9,23.3,103,0.008,0.203,5.03,1.7,6.67,0.233,0.074,0.134,8,1.11,8.284,0.000131018,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,357,36371,5.002865233,0.851155176,70.53053581
L007_7_21,7,wet,3,Pelagic,L007,PAIS2,0.4,9.07,23.3,27.9,20.2,101,0.027,1.28,9.53,1.85,7.3,0.076,0.059,0.114,8.4,0.965,8.465,0.001218645,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,0.26,-0.25,-0.1,-0.25,-0.1,524,50515,5.363331667,0.856558139,90.41412683
L007_8_21,8,wet,3,Pelagic,L007,PAIS2,0.6,3.43,22.6,28.7,11,105,0.031,0.645,26,2,7.22,0.051,0.02,0.07,8.5,1.04,14.857,0,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,385,55548,4.906396081,0.824155138,34.67163255
L007_9_21,9,wet,3,Pelagic,L007,PAIS3,0.8,7.88,22.1,29.6,7.3,94,0.018,0.472,8.92,2.3,7.19,0.042,0.04,0.081,8.3,0.743,9.173,0.010497581,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,2.2,-0.25,-0.1,-0.25,-0.1,465,51161,4.872718558,0.793339121,45.01201369
L007_10_21,10,wet,3,Pelagic,L007,PAIS3,0.5,9.56,21.9,27.3,10.2,98,0.01,0.208,4.9,2.6,7.59,0.118,0.067,0.102,8.2,0.926,9.078,7.36E-05,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,407,22734,5.309286934,0.883583292,101.7388048
L008_3_19,3,dry,1,Pelagic,L008,ELIZA2,0.3,10.4,22.3,22.4,55.8,116,0.014,0.504,11.5,3,8.31,0.251,0.055,0.162,8.6,1.38,8.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,32476,5.695205369,0.887781651,153.4612799
L008_5_19,5,wet,1,Pelagic,L008,ELIZA2,0.2,11,24.2,27.2,53.9,110,0.007,0.744,12.8,2.5,7.76,0.297,0.069,0.177,8.3,1.43,8.079,0.000172297,0,0,0,0,0,0,0,0,0,0,0,0,0,841,59251,6.068642991,0.901115212,225.0026775
L008_6_19,6,wet,1,Pelagic,L008,LO22,0.2,0,0,30.6,36.7,114,0.009,0.5,17.1,2.49,7.45,0.078,0.059,0.145,8.3,1.08,7.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,24732,4.90694145,0.874759983,81.36405046
L008_7_19,7,wet,1,Pelagic,L008,LO310,0.2,0,0,28.5,51.2,126,0.005,0.843,10.3,2.2,7.37,0.05,0.042,0.157,8.1,1.23,7.834,0.000201014,0,0,0,0,0,0,0,0,0,0,0,0,0,1017,46604,6.096811897,0.880455331,192.2721227
L008_8_19,8,wet,1,Pelagic,L008,LO8382,0.4,7.06,24.8,29.7,15.1,103,0.007,0.296,13.4,2.8,8.85,-0.005,0.03,0.083,8.5,0.859,10.349,0.000120249,0,0,0,0,0,0,0,0,0,0,0,0,0,1007,58413,6.049647218,0.874892648,169.0415702
L008_9_19,9,wet,1,Pelagic,L008,NOAA,0.1,0,0,29.6,37.1,102,0.014,0.603,15.3,3.4,7.44,0.204,0.063,0.144,8.2,1.07,7.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,17377,4.604016915,0.85950579,48.81816615
L008_11_19,11,dry,1,Pelagic,L008,ELIZA23,0.5,5.98,22.6,27.2,19.9,91,0.011,1.05,27,3.1,9.28,0.029,0.015,0.092,8.5,1.21,13.152,0.00160452,0,0,0,0,0,0,0,0,0,0,0,0,0,796,28620,5.969707157,0.893722361,197.6677693
L008_12_19,12,dry,1,Pelagic,L008,ELIZA23,0.2,0,0,19.2,90.8,111,0.011,0.744,6.27,3.1,8.88,0.308,0.061,0.233,8.1,1.84,7.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,19761,5.880855893,0.9012765,196.8206656
L008_1_20,1,dry,2,Pelagic,L008,ELIZA2,0.3,0,0,21.7,18.4,90,0.01,0.652,15.3,3.1,9.14,0.09,0.018,0.091,8.3,1.12,12.308,0.00022973,0,0,0,0,0,0,0,0,0,0,0,0,0,665,41645,5.830149897,0.896975526,171.5799922
L008_2_20,2,dry,2,Pelagic,L008,ELIZA23,0.15,9.13,23.9,18,62.6,102,0.006,0.648,27.8,3.1,9.7,0.119,0.055,0.182,8.3,1.64,9.011,0.00034639,0,0,0,0,0,0,0,0,0,0,0,0,0,819,57152,5.541320455,0.82606604,104.2960135
L008_3_20,3,dry,2,Pelagic,L008,ELIZA3,0.1,7.39,25.4,19.3,117,131,0.012,-0.72,16.4,2.8,9,0.175,0.028,0.246,7.9,1.88,7.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,17852,3.891638477,0.839669048,26.87355376
L008_4_20,4,dry,2,Pelagic,L008,UNK,0.2,9.88,26.8,24.6,48.9,114,0.005,0.744,13.5,2.6,8.38,0.295,0.063,0.164,8.1,1.52,9.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,10082,3.869783832,0.844015546,25.87502507
L008_5_20,5,wet,2,Pelagic,L008,UNK,0.3,9.76,27.4,26.1,29.7,113,0.015,0.917,25.5,2.6,8.74,0.305,0.066,0.149,8.5,1.42,9.53,0.000102302,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,112,11506,4.170675763,0.883898858,39.89817091
L008_6_20,6,wet,2,Pelagic,L008,UNK,0.2,9.32,27,29.3,32.3,111,0.01,2.02,25,2.8,7.25,0.111,0.051,0.153,8.4,1.28,8.366,0,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,131,13611,4.308082011,0.883673362,46.81193792
L008_7_20,7,wet,2,Pelagic,L008,UNK,0.4,10.2,26.8,30.8,18.9,111,0.023,0.524,18.8,2.8,7.96,0.08,0.063,0.119,8.4,1.06,8.908,0.004445633,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,6,-0.25,-0.25,-0.25,-0.25,382,15677,4.950372049,0.832636137,33.01633243
L008_8_20,8,wet,2,Pelagic,L008,UNK,0.3,6.11,25.2,30,16.1,99,0.007,0.992,32.5,2.8,8.46,-0.005,0.011,0.085,8.6,0.998,11.741,0.000694574,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,0.69,-0.25,-0.25,-0.25,-0.25,781,39747,5.881604416,0.883047527,162.4998479
L008_9_20,9,wet,2,Pelagic,L008,UNK,0.4,8.71,23.5,30.5,14.5,97,0.006,0.608,10,3.2,8,0.119,0.048,0.101,8.3,1.07,10.594,0.019069378,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,2.9,-0.25,-0.25,-0.25,-0.25,807,76032,5.525014884,0.825451623,45.4937411
L008_10_20,10,wet,2,Pelagic,L008,UNK,0.3,7.62,22.2,27.5,23.9,92,0.018,1.63,54.1,3.8,7.84,0.1,0.023,0.109,8.2,2.3,21.101,0.031731446,-0.25,-0.5,-0.25,0,0,0,0.33,-0.25,42,-0.25,-0.25,-0.25,-0.25,812,69227,4.96272534,0.740760518,14.54058365
L008_11_20,11,dry,2,Pelagic,L008,PAIS1,0.2,7.76,20.2,25.4,37.9,91,0.01,1.14,9.59,4.2,7.83,0.257,0.049,0.17,8.1,1.77,10.412,0.000134607,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,57941,6.345345465,0.899151511,288.5677569
L008_12_20,12,dry,2,Pelagic,L008,PAIS3,0.2,8.08,19.3,19.5,36.3,91,0.014,0.61,19.9,4.1,9.31,0.345,0.059,0.158,8.1,1.47,9.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,19273,5.410533802,0.871177299,87.67052486
L008_2_21,2,dry,3,Pelagic,L008,PAIS1,0.3,8,18.8,20.7,63.1,99,0.009,0.416,9.24,3.9,9.45,0.267,0.054,0.127,8.3,1.49,11.732,0.000472023,0,0,0,0,0,0,0,0,0,0,0,0,0,564,34174,5.523459024,0.871888196,121.1939799
L008_3_21,3,dry,3,Pelagic,L008,PAIS1,0.1,8.86,21.4,19.4,185,121,0.005,1.18,8.11,2.8,8.97,0.364,0.074,0.35,8.2,2.26,6.457,7.18E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1272,76143,6.453520803,0.902799198,324.7937839
L008_4_21,4,dry,3,Pelagic,L008,PAIS3,0.2,9.68,22.1,21.7,67.4,107,0.012,0.6,7.32,3.6,8.76,0.328,0.074,0.15,8.1,1.64,10.933,0.000712522,0,0,0,0,0,0,0,0,0,0,0,0,0,958,37652,5.982493135,0.871467705,170.0168718
L008_5_21,5,wet,3,Pelagic,L008,PAIS1,0.2,9.92,22.2,27.7,51.7,102,0.008,0.869,12.9,3.5,7.89,0.254,0.064,0.172,8.3,1.37,7.965,0.014097879,-0.1,-0.5,-0.25,0,0.26,-0.25,-0.1,-0.1,16,-0.25,-0.1,-0.25,-0.1,560,46845,5.126320893,0.810109372,30.81551677
L008_6_21,6,wet,3,Pelagic,L008,PAIS1,0.1,10.4,23.4,28.5,65.1,112,0.01,0.877,9.34,3.2,7.13,0.206,0.073,0.213,8.2,1.89,8.873,0.00072688,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,0.45,-0.25,-0.1,-0.25,-0.1,906,47022,6.024630248,0.884798865,187.9268262
L008_7_21,7,wet,3,Pelagic,L008,PAIS2,0.3,8.1,22,28,28.4,99,0.008,0.656,12.8,3.3,8.45,0.057,0.059,0.132,8.4,1.05,7.955,0.024963387,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,7.5,-0.25,-0.1,-0.25,-0.1,430,48515,4.202872213,0.693110338,10.74959192
L008_8_21,8,wet,3,Pelagic,L008,PAIS2,0.3,7.62,22,30,25.9,103,0.013,1.17,8.2,3.4,6.8,0.082,0.062,0.104,8.3,1.19,11.442,9.33E-05,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,572,40988,5.669919456,0.893021788,149.3244417
L008_10_21,10,wet,3,Pelagic,L008,PAIS3,0.5,7.59,20.4,27.3,11.7,91,0.011,1.37,60.4,3.8,7.64,-0.005,0.002,0.072,8.7,1.6,22.222,0.00049715,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,869,43401,5.979612423,0.883598232,206.2148657
LZ2_3_19,3,dry,1,Inflow,LZ2,ELIZA2,0.3,4.7,18,24,15.5,72,0.017,1.5,20.6,1.3,7.13,-0.005,0.018,0.114,7.9,1.34,11.754,0.000310494,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,516,41574,5.545161255,0.887778814,138.2402572
LZ2_4_19,4,dry,1,Inflow,LZ2,LO22,0.4,0,0,24.1,26.2,96,0.015,0.904,33.1,1.2,8.19,0.153,0.039,0.139,8.3,1.41,10.144,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,258,15930,4.972872389,0.895535491,81.59700808
LZ2_5_19,5,wet,1,Inflow,LZ2,ELIZA2,0.6,2.78,19.9,26.9,19.5,66,0.006,1.34,54.5,1.2,7.72,-0.005,0.009,0.126,8.6,1.52,12.063,0.000757391,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,923,99838,6.099747951,0.893391797,244.9954881
LZ2_6_19,6,wet,1,Inflow,LZ2,LO8382,0.45,0,0,28.8,13.8,98,0.011,1,30.3,0.7,5.99,0.009,0.002,0.085,8.1,1.37,16.118,0.000665858,0,0,0,0.2,0,0,0,0,0,0,0,0,0,354,30507,5.144094839,0.876441406,100.2473715
LZ2_8_19,8,wet,1,Inflow,LZ2,LO8382,0.7,1.85,16.1,27.7,5.9,60,0.013,1.4,26.2,1.4,6.79,-0.005,0.002,0.067,7.4,1.3,19.403,0.000156145,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,921,58132,6.035931559,0.884325969,166.5921006
LZ2_9_19,9,wet,1,Inflow,LZ2,LO310,0.2,0,0,30.2,5.2,41,0.02,1.94,30.5,2.1,6.47,-0.005,0.05,0.122,7.6,1.24,10.164,0.000175887,0,0,0,0.26,0,0,0,0,0,0,0,0,0,338,10094,5.281922722,0.907072144,117.1461901
LZ2_11_19,11,dry,1,Inflow,LZ2,ELIZA23,0.6,5.27,20,26.2,8.8,82,0.009,0.848,26,1.3,7.45,0.027,0.02,0.08,7.9,1.08,13.5,0,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,522,23086,5.450283523,0.870976837,121.2181868
LZ2_12_19,12,dry,1,Inflow,LZ2,ELIZA23,0.7,0,0,18.3,7.2,85,0.011,0.992,11.6,1.5,8.67,-0.005,0.009,0.071,8.3,1.07,15.07,0,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,459,18071,5.561553186,0.907408651,163.5345715
LZ2_1_20,1,dry,2,Inflow,LZ2,ELIZA2,0.4,0,0,22.5,14.9,105,0.026,0.517,9.19,1.5,8.14,0.343,0.071,0.132,8,1.32,10,0.000177682,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,691,52103,5.739795149,0.877894218,147.6707072
LZ2_2_20,2,dry,2,Inflow,LZ2,ELIZA23,0.6,7.14,23.2,17.9,11.8,86,0.008,0.615,15.3,1.4,9.36,0.149,0.021,0.083,8,1.22,14.699,0.000156145,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,413,15341,5.474533358,0.908870422,156.4085874
LZ2_4_20,4,dry,2,Inflow,LZ2,UNK,0.5,5.23,23.3,23.3,14.6,95,0.014,1.23,21,1,7.75,0.016,0.022,0.093,8,1.24,13.333,0,-0.25,-0.25,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,83,15461,3.6984491,0.836972733,23.83933521
LZ2_5_20,5,wet,2,Inflow,LZ2,UNK,0.5,2.18,21,26.5,11.6,88,0.014,1.07,38.3,1.2,7.49,-0.005,0.008,0.096,8.5,1.4,14.583,0.000224346,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,190,25017,4.796685511,0.914172576,85.98919945
LZ2_6_20,6,wet,2,Inflow,LZ2,UNK,0.2,1,21.5,29.5,15.8,66,0.008,1.31,32.4,1,6.32,-0.005,0.006,0.11,8.2,1.39,12.636,0.000125634,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,87,10052,3.905140519,0.874433691,33.45616512
LZ2_7_20,7,wet,2,Inflow,LZ2,UNK,0.4,6.85,15.6,29.7,7.6,68,0.031,2.54,35.4,1.2,4.85,0.015,0.054,0.146,7.3,1.58,10.822,0.000177682,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,0.31,-0.25,-0.25,-0.25,-0.25,470,17588,5.482367283,0.891045907,123.6519046
LZ2_8_20,8,wet,2,Inflow,LZ2,UNK,0.3,4.13,13.4,30.3,6.4,51,0.02,1.6,32.3,1.1,7.41,-0.005,0.015,0.087,8.1,1.31,15.057,0.000166913,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,731,30342,6.044692342,0.916638361,265.0527764
LZ2_9_20,9,wet,2,Inflow,LZ2,UNK,0.6,4.33,9.9,28.5,4.5,46,0.03,1.91,24.6,1.6,5.66,0.015,0.056,0.121,7.2,1.28,10.579,0.00022614,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,977,74995,6.101943035,0.886332321,205.4378495
LZ2_10_20,10,wet,2,Inflow,LZ2,UNK,0.4,4.96,11.9,27.2,5,56,0.039,2,27.4,2,6.07,0.07,0.079,0.15,7.5,1.38,9.2,0.000283573,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,864,64890,6.034924759,0.892532694,184.0442402
LZ2_11_20,11,dry,2,Inflow,LZ2,PAIS3,0.5,5.35,13.6,25.7,7.4,56,0.016,0.779,18,2.4,6.64,0.178,0.043,0.114,7.5,1.46,12.807,0.000193835,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,885,40287,6.136126044,0.904288083,257.7853133
LZ2_12_20,12,dry,2,Inflow,LZ2,PAIS1,1.2,8,18.9,20.8,8.9,85,0.025,0.626,9.42,2.4,7.83,0.264,0.079,0.133,7.4,1.28,9.624,0,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,0.26,-0.25,-0.25,-0.25,-0.25,450,38136,5.454006214,0.892745979,132.225705
LZ2_2_21,2,dry,3,Inflow,LZ2,PAIS1,0.7,6.37,18,21.9,10.1,80,0.009,0.79,11.4,1.6,9.46,0.112,0.028,0.06,8.2,1.14,19,0.000186656,-0.25,-0.5,-0.25,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,439,49161,5.350610731,0.879383885,117.3903462
LZ2_3_21,3,dry,3,Inflow,LZ2,PAIS1,0.4,7.97,21.7,18.9,19.8,90,0.01,0.589,9.04,2.3,8.87,0.339,0.064,0.134,8,1.36,10.149,0,-0.25,-0.5,-0.25,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,627,39749,5.671472636,0.880534033,143.5501367
LZ2_4_21,4,dry,3,Inflow,LZ2,PAIS3,0.2,8.62,22,22.4,28.7,94,0.046,1.11,19,1.9,8.36,0.277,0.064,0.12,8,1.66,13.833,0.000778928,-0.25,-0.5,-0.25,0,-0.25,-0.25,-0.25,-0.25,0.53,-0.25,-0.25,-0.25,-0.25,821,30326,5.983476681,0.891655775,172.0226801
LZ2_5_21,5,wet,3,Inflow,LZ2,PAIS1,0.3,3.16,16.4,28.3,20.4,70,0.011,3.51,87.7,1.7,6.91,-0.005,0.003,0.137,8.4,2.04,14.891,0.001060706,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,0.26,-0.25,-0.1,-0.25,-0.1,921,62085,5.992166829,0.877913986,166.2384094
LZ2_6_21,6,wet,3,Inflow,LZ2,PAIS2,0.3,4.09,20.9,28.7,25.2,90,0.013,4.14,117,1.4,5.63,-0.005,0.006,0.155,8.7,2.62,16.903,0.001674516,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,0.73,-0.25,-0.1,-0.25,-0.1,783,72313,6.033786873,0.905548058,235.2270906
LZ2_7_21,7,wet,3,Inflow,LZ2,PAIS2,0.2,3.21,18.1,27.9,13.2,78,0.009,2.55,36.7,1.5,6.73,-0.005,0.008,0.105,7.9,1.48,14.095,0.000646115,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,750,72116,5.809978741,0.877630588,132.9050528
